code,name_en,definition_en,unit_code,topic,source_concept
CENSUS_HHLD13_DEADHHLD,Household Having Death: deadHhld (Census 2021),"Source column deadHhld from Hhld13_HouseholdHavingDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,health,Hhld13_HouseholdHavingDeath:deadHhld
CENSUS_HHLD13_TOTAL,Household Having Death: total (Census 2021),"Source column total from Hhld13_HouseholdHavingDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld13_HouseholdHavingDeath:total
CENSUS_HHLD13_MALE,Household Having Death: male (Census 2021),"Source column male from Hhld13_HouseholdHavingDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld13_HouseholdHavingDeath:male
CENSUS_HHLD13_FEMALE,Household Having Death: female (Census 2021),"Source column female from Hhld13_HouseholdHavingDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld13_HouseholdHavingDeath:female
CENSUS_HHLD14_ROWTOTAL,Number Of Death By Sex: rowtotal (Census 2021),"Source column rowtotal from Hhld14_NumberOfDeathBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld14_NumberOfDeathBySex:rowtotal
CENSUS_HHLD14_A_MALE,Number Of Death By Sex: a_male (Census 2021),"Source column a_male from Hhld14_NumberOfDeathBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld14_NumberOfDeathBySex:a_male
CENSUS_HHLD14_B_FEMALE,Number Of Death By Sex: b_female (Census 2021),"Source column b_female from Hhld14_NumberOfDeathBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld14_NumberOfDeathBySex:b_female
CENSUS_HHLD15_ROWTOTAL,Number Of Death By Cause Of Death: rowtotal (Census 2021),"Source column rowtotal from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:rowtotal
CENSUS_HHLD15_A_TRANSF,Number Of Death By Cause Of Death: a_Transf (Census 2021),"Source column a_Transf from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:a_Transf
CENSUS_HHLD15_B_NONTRANSF,Number Of Death By Cause Of Death: b_nonTransf (Census 2021),"Source column b_nonTransf from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:b_nonTransf
CENSUS_HHLD15_C_ROADACCIDNT,Number Of Death By Cause Of Death: c_roadAccidnt (Census 2021),"Source column c_roadAccidnt from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:c_roadAccidnt
CENSUS_HHLD15_D_OTHRACCIDNT,Number Of Death By Cause Of Death: d_othrAccidnt (Census 2021),"Source column d_othrAccidnt from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:d_othrAccidnt
CENSUS_HHLD15_E_PREGNANCY,Number Of Death By Cause Of Death: e_pregnancy (Census 2021),"Source column e_pregnancy from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:e_pregnancy
CENSUS_HHLD15_F_CRIME,Number Of Death By Cause Of Death: f_crime (Census 2021),"Source column f_crime from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:f_crime
CENSUS_HHLD15_G_SUCIDE,Number Of Death By Cause Of Death: g_sucide (Census 2021),"Source column g_sucide from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:g_sucide
CENSUS_HHLD15_H_NATURLCALAMATY,Number Of Death By Cause Of Death: h_naturlCalamaty (Census 2021),"Source column h_naturlCalamaty from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:h_naturlCalamaty
CENSUS_HHLD15_I_OTHER,Number Of Death By Cause Of Death: i_Other (Census 2021),"Source column i_Other from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:i_Other
CENSUS_HHLD15_J_NOTSTD,Number Of Death By Cause Of Death: j_notstd (Census 2021),"Source column j_notstd from Hhld15_NumberOfDeathByCauseOfDeath.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld15_NumberOfDeathByCauseOfDeath:j_notstd
CENSUS_HHLD16_ROWTOTAL,Female Death By Status: rowtotal (Census 2021),"Source column rowtotal from Hhld16_FemaleDeathByStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld16_FemaleDeathByStatus:rowtotal
CENSUS_HHLD16_A_PREGNANT,Female Death By Status: a_pregnant (Census 2021),"Source column a_pregnant from Hhld16_FemaleDeathByStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld16_FemaleDeathByStatus:a_pregnant
CENSUS_HHLD16_B_DELIVERY,Female Death By Status: b_delivery (Census 2021),"Source column b_delivery from Hhld16_FemaleDeathByStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld16_FemaleDeathByStatus:b_delivery
CENSUS_HHLD16_C_WITHIN6WEEK,Female Death By Status: c_within6week (Census 2021),"Source column c_within6week from Hhld16_FemaleDeathByStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld16_FemaleDeathByStatus:c_within6week
CENSUS_HHLD16_D_OTHER,Female Death By Status: d_other (Census 2021),"Source column d_other from Hhld16_FemaleDeathByStatus.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,health,Hhld16_FemaleDeathByStatus:d_other
CENSUS_HHLD17_TOTHHLD,Absent Household: TotHhld (Census 2021),"Source column TotHhld from Hhld17_AbsentHousehold.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Hhld17_AbsentHousehold:TotHhld
CENSUS_HHLD17_ABSNTHHLD,Absent Household: absntHhld (Census 2021),"Source column absntHhld from Hhld17_AbsentHousehold.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Hhld17_AbsentHousehold:absntHhld
CENSUS_HHLD17_TOTAL,Absent Household: total (Census 2021),"Source column total from Hhld17_AbsentHousehold.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld17_AbsentHousehold:total
CENSUS_HHLD17_MALE,Absent Household: male (Census 2021),"Source column male from Hhld17_AbsentHousehold.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld17_AbsentHousehold:male
CENSUS_HHLD17_FEMALE,Absent Household: female (Census 2021),"Source column female from Hhld17_AbsentHousehold.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld17_AbsentHousehold:female
CENSUS_HHLD17_ABSNTHHLDNOTSTD,Absent Household: AbsntHhldnotstd (Census 2021),"Source column AbsntHhldnotstd from Hhld17_AbsentHousehold.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",HOUSEHOLDS,population,Hhld17_AbsentHousehold:AbsntHhldnotstd
CENSUS_HHLD18_ROWTOTAL,Absent Popn By Sex: rowtotal (Census 2021),"Source column rowtotal from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:rowtotal
CENSUS_HHLD18_A_00TO04,Absent Popn By Sex: a_00to04 (Census 2021),"Source column a_00to04 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:a_00to04
CENSUS_HHLD18_B_05TO09,Absent Popn By Sex: b_05to09 (Census 2021),"Source column b_05to09 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:b_05to09
CENSUS_HHLD18_C_10TO14,Absent Popn By Sex: c_10to14 (Census 2021),"Source column c_10to14 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:c_10to14
CENSUS_HHLD18_D_15TO19,Absent Popn By Sex: d_15to19 (Census 2021),"Source column d_15to19 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:d_15to19
CENSUS_HHLD18_E_20TO24,Absent Popn By Sex: e_20to24 (Census 2021),"Source column e_20to24 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:e_20to24
CENSUS_HHLD18_F_25TO29,Absent Popn By Sex: f_25to29 (Census 2021),"Source column f_25to29 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:f_25to29
CENSUS_HHLD18_G_30TO34,Absent Popn By Sex: g_30to34 (Census 2021),"Source column g_30to34 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:g_30to34
CENSUS_HHLD18_H_35TO39,Absent Popn By Sex: h_35to39 (Census 2021),"Source column h_35to39 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:h_35to39
CENSUS_HHLD18_I_40TO44,Absent Popn By Sex: i_40to44 (Census 2021),"Source column i_40to44 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:i_40to44
CENSUS_HHLD18_J_45TO49,Absent Popn By Sex: j_45to49 (Census 2021),"Source column j_45to49 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:j_45to49
CENSUS_HHLD18_K_50TO54,Absent Popn By Sex: k_50to54 (Census 2021),"Source column k_50to54 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:k_50to54
CENSUS_HHLD18_L_55TO59,Absent Popn By Sex: l_55to59 (Census 2021),"Source column l_55to59 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:l_55to59
CENSUS_HHLD18_M_60TO64,Absent Popn By Sex: m_60to64 (Census 2021),"Source column m_60to64 from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:m_60to64
CENSUS_HHLD18_N_65PLUS,Absent Popn By Sex: n_65plus (Census 2021),"Source column n_65plus from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:n_65plus
CENSUS_HHLD18_O_NOTSTD,Absent Popn By Sex: o_notstd (Census 2021),"Source column o_notstd from Hhld18_AbsentPopnBySex.csv, National Population and Housing Census 2021. Source dimension labels and codes are preserved in observation breakdowns; opaque source vocabulary is not guessed.",PERSONS,population,Hhld18_AbsentPopnBySex:o_notstd
